"","participant_id","environment","pm","hepa","k_val_mean","k_val_median","k_val_min","k_val_max","peak_hgt_mean","peak_hgt_median","peak_hgt_min","peak_hgt_max","peak_wdh_mean","peak_wdh_median","peak_wdh_min","peak_wdh_max","total_plume_area","n","total_exposure"
"129","506","indoor","pm25",FALSE,-0.0104381223071212,-0.00526768910117255,-0.0350167280476061,0.000251745318579485,31.5540909090909,33.443,7.342,63.939,966.363636363636,1044,36,2339,55064.685,11,103756.34
"130","506","indoor","pm25",TRUE,-0.00452518262252363,-0.00219392781173981,-0.0131627913509298,2.4616237414512e-05,40.23825,38.14,17.606,61.19,2652,1220,925,6431,80725.08,8,157382.004
"131","506","indoor","pm10",FALSE,-0.0243113857135947,-0.00732597789412595,-0.110717990036004,-0.00123889616613827,73.1820555555556,48.194,16.84,165.902,469.611111111111,443.5,27,1263,74330.625,18,141122.956
"132","506","indoor","pm10",TRUE,-0.019609053495271,-0.0107555837279731,-0.117628130970697,-0.00120751864111836,93.6485,83.6805,8.874,296.884,868.454545454545,839,59,2525,138006.457,22,244709.916
"133","402","indoor","pm1",FALSE,-0.00870886960422054,-0.00818843923645235,-0.0189369055933037,-0.0016788344983816,27.3049230769231,21.486,5.785,49.924,346.384615384615,304,89,774,40716.449,13,60370.338
"134","402","indoor","pm1",TRUE,-0.025022189013355,-0.0237804025652566,-0.0607150218546582,-0.00343808342014381,18.5942121212121,9.443,3.21,49.899,145,133,28,456,27712.788,33,45957.873
"135","402","indoor","pm25",FALSE,-0.00888753612507814,-0.00857620706136298,-0.016678566277266,-0.00209576103653497,34.3288461538462,30.482,7.376,79.89,362.692307692308,346,99,774,51351.289,13,75106.292
"136","402","indoor","pm25",TRUE,-0.0226944681034578,-0.0232529906508523,-0.0513275193296302,-0.00363140787844151,23.3799117647059,12.112,3.726,98.346,156.323529411765,137.5,31,436,35623.047,34,58656.306
"137","402","indoor","pm10",FALSE,-0.0703121884400059,-0.011673164164509,-0.507223828298523,-0.00745928112192162,84.685625,78.8485,29.582,171.424,273,241,28,792,54660.769,16,130538.169
"138","402","indoor","pm10",TRUE,-0.0579455309175891,-0.0307870473867118,-0.669613880137945,-0.00205866811764119,55.8026764705882,36.9,13.103,282.601,133.852941176471,106.5,23,410,53261.964,34,119764.632
