"","var1","var2","cor","p","case","participant_id"
"4062","pm25_indoor","temp_ratio",-0.3,1.62e-201,"hepa","45411"
"4063","pm25_outdoor","temp_ratio",-0.13,1.1e-38,"hepa","45411"
"4064","pm25_ratio","temp_ratio",-0.15,5.42e-49,"hepa","45411"
"4065","pm10_indoor","temp_ratio",-0.16,4.43e-59,"hepa","45411"
"4066","pm10_outdoor","temp_ratio",-0.092,2.55e-20,"hepa","45411"
"4067","pm10_ratio","temp_ratio",-0.067,1.69e-11,"hepa","45411"
"4068","pm1num_indoor","temp_ratio",-0.28,6.76e-179,"hepa","45411"
"4069","pm1num_outdoor","temp_ratio",-0.067,2.49e-11,"hepa","45411"
"4070","pm1num_ratio","temp_ratio",-0.14,7.87e-44,"hepa","45411"
"4071","temp_indoor","temp_ratio",-0.53,0,"hepa","45411"
"4072","temp_outdoor","temp_ratio",-0.89,0,"hepa","45411"
"4073","temp_ratio","temp_ratio",1,0,"hepa","45411"
"4074","pm1_indoor","pm1_indoor",1,0,"sham","45451"
"4075","pm1_outdoor","pm1_indoor",0.24,1.32e-122,"sham","45451"
"4076","pm1_ratio","pm1_indoor",0.72,0,"sham","45451"
"4077","pm25_indoor","pm1_indoor",0.99,0,"sham","45451"
"4078","pm25_outdoor","pm1_indoor",0.19,1.22e-83,"sham","45451"
"4079","pm25_ratio","pm1_indoor",0.75,0,"sham","45451"
"4080","pm10_indoor","pm1_indoor",0.55,0,"sham","45451"
"4081","pm10_outdoor","pm1_indoor",0.022,0.0298,"sham","45451"
"4082","pm10_ratio","pm1_indoor",0.33,1.82e-241,"sham","45451"
"4083","pm1num_indoor","pm1_indoor",0.34,2.09e-257,"sham","45451"
"4084","pm1num_outdoor","pm1_indoor",0.38,0,"sham","45451"
"4085","pm1num_ratio","pm1_indoor",-0.18,1.37e-73,"sham","45451"
"4086","temp_indoor","pm1_indoor",-0.22,9.85e-106,"sham","45451"
"4087","temp_outdoor","pm1_indoor",-0.078,1.06e-14,"sham","45451"
"4088","pm1_indoor","pm1_outdoor",0.24,1.32e-122,"sham","45451"
"4089","pm1_outdoor","pm1_outdoor",1,0,"sham","45451"
"4090","pm1_ratio","pm1_outdoor",-0.25,5.05e-143,"sham","45451"
"4091","pm25_indoor","pm1_outdoor",0.24,2.34e-127,"sham","45451"
"4092","pm25_outdoor","pm1_outdoor",0.77,0,"sham","45451"
"4093","pm25_ratio","pm1_outdoor",-0.21,1.02e-96,"sham","45451"
"4094","pm10_indoor","pm1_outdoor",0.24,1.66e-128,"sham","45451"
"4095","pm10_outdoor","pm1_outdoor",0.11,1.34e-25,"sham","45451"
"4096","pm10_ratio","pm1_outdoor",-0.083,1.86e-16,"sham","45451"
"4097","pm1num_indoor","pm1_outdoor",0.58,0,"sham","45451"
"4098","pm1num_outdoor","pm1_outdoor",0.41,0,"sham","45451"
"4099","pm1num_ratio","pm1_outdoor",-0.093,4.44e-20,"sham","45451"
"4100","temp_indoor","pm1_outdoor",-0.04,6.79e-05,"sham","45451"
"4101","temp_outdoor","pm1_outdoor",0.16,3.44e-58,"sham","45451"
"4102","pm1_indoor","pm1_ratio",0.72,0,"sham","45451"
"4103","pm1_outdoor","pm1_ratio",-0.25,5.05e-143,"sham","45451"
"4104","pm1_ratio","pm1_ratio",1,0,"sham","45451"
"4105","pm25_indoor","pm1_ratio",0.71,0,"sham","45451"
"4106","pm25_outdoor","pm1_ratio",-0.18,1.54e-71,"sham","45451"
"4107","pm25_ratio","pm1_ratio",0.86,0,"sham","45451"
"4108","pm10_indoor","pm1_ratio",0.35,2.46e-278,"sham","45451"
"4109","pm10_outdoor","pm1_ratio",-0.016,0.106,"sham","45451"
"4110","pm10_ratio","pm1_ratio",0.33,7.42e-253,"sham","45451"
"4111","pm1num_indoor","pm1_ratio",0.003,0.766,"sham","45451"
"4112","pm1num_outdoor","pm1_ratio",0.07,3.78e-12,"sham","45451"
"4113","pm1num_ratio","pm1_ratio",-0.059,6.62e-09,"sham","45451"
"4114","temp_indoor","pm1_ratio",-0.18,1.03e-73,"sham","45451"
"4115","temp_outdoor","pm1_ratio",-0.17,1.07e-63,"sham","45451"
"4116","pm1_indoor","pm25_indoor",0.99,0,"sham","45451"
"4117","pm1_outdoor","pm25_indoor",0.24,2.34e-127,"sham","45451"
"4118","pm1_ratio","pm25_indoor",0.71,0,"sham","45451"
"4119","pm25_indoor","pm25_indoor",1,0,"sham","45451"
"4120","pm25_outdoor","pm25_indoor",0.24,5.12e-127,"sham","45451"
"4121","pm25_ratio","pm25_indoor",0.74,0,"sham","45451"
"4122","pm10_indoor","pm25_indoor",0.59,0,"sham","45451"
"4123","pm10_outdoor","pm25_indoor",0.077,3.09e-14,"sham","45451"
"4124","pm10_ratio","pm25_indoor",0.31,5.76e-223,"sham","45451"
"4125","pm1num_indoor","pm25_indoor",0.38,0,"sham","45451"
"4126","pm1num_outdoor","pm25_indoor",0.36,1.81e-294,"sham","45451"
"4127","pm1num_ratio","pm25_indoor",-0.084,1.02e-16,"sham","45451"
"4128","temp_indoor","pm25_indoor",-0.22,3.51e-103,"sham","45451"
"4129","temp_outdoor","pm25_indoor",-0.045,8.2e-06,"sham","45451"
"4130","pm1_indoor","pm25_outdoor",0.19,1.22e-83,"sham","45451"
"4131","pm1_outdoor","pm25_outdoor",0.77,0,"sham","45451"
"4132","pm1_ratio","pm25_outdoor",-0.18,1.54e-71,"sham","45451"
"4133","pm25_indoor","pm25_outdoor",0.24,5.12e-127,"sham","45451"
"4134","pm25_outdoor","pm25_outdoor",1,0,"sham","45451"
"4135","pm25_ratio","pm25_outdoor",-0.31,3.16e-211,"sham","45451"
"4136","pm10_indoor","pm25_outdoor",0.26,2.28e-155,"sham","45451"
"4137","pm10_outdoor","pm25_outdoor",0.53,0,"sham","45451"
"4138","pm10_ratio","pm25_outdoor",-0.25,1e-133,"sham","45451"
"4139","pm1num_indoor","pm25_outdoor",0.49,0,"sham","45451"
"4140","pm1num_outdoor","pm25_outdoor",0.36,3.52e-302,"sham","45451"
"4141","pm1num_ratio","pm25_outdoor",-0.12,5.01e-33,"sham","45451"
"4142","temp_indoor","pm25_outdoor",-0.24,1.12e-126,"sham","45451"
"4143","temp_outdoor","pm25_outdoor",0.017,0.0992,"sham","45451"
"4144","pm1_indoor","pm25_ratio",0.75,0,"sham","45451"
"4145","pm1_outdoor","pm25_ratio",-0.21,1.02e-96,"sham","45451"
"4146","pm1_ratio","pm25_ratio",0.86,0,"sham","45451"
"4147","pm25_indoor","pm25_ratio",0.74,0,"sham","45451"
"4148","pm25_outdoor","pm25_ratio",-0.31,3.16e-211,"sham","45451"
"4149","pm25_ratio","pm25_ratio",1,0,"sham","45451"
"4150","pm10_indoor","pm25_ratio",0.37,5.27000000034818e-315,"sham","45451"
"4151","pm10_outdoor","pm25_ratio",-0.19,8.27e-82,"sham","45451"
"4152","pm10_ratio","pm25_ratio",0.53,0,"sham","45451"
"4153","pm1num_indoor","pm25_ratio",0.066,7.68e-11,"sham","45451"
"4154","pm1num_outdoor","pm25_ratio",0.063,3.7e-10,"sham","45451"
"4155","pm1num_ratio","pm25_ratio",0.064,3.33e-10,"sham","45451"
"4156","temp_indoor","pm25_ratio",-0.057,1.72e-08,"sham","45451"
"4157","temp_outdoor","pm25_ratio",-0.083,3.47e-16,"sham","45451"
"4158","pm1_indoor","pm10_indoor",0.55,0,"sham","45451"
"4159","pm1_outdoor","pm10_indoor",0.24,1.66e-128,"sham","45451"
"4160","pm1_ratio","pm10_indoor",0.35,2.46e-278,"sham","45451"
"4161","pm25_indoor","pm10_indoor",0.59,0,"sham","45451"
"4162","pm25_outdoor","pm10_indoor",0.26,2.28e-155,"sham","45451"
"4163","pm25_ratio","pm10_indoor",0.37,5.27000000034818e-315,"sham","45451"
"4164","pm10_indoor","pm10_indoor",1,0,"sham","45451"
"4165","pm10_outdoor","pm10_indoor",0.15,6.34e-48,"sham","45451"
"4166","pm10_ratio","pm10_indoor",0.53,0,"sham","45451"
"4167","pm1num_indoor","pm10_indoor",0.31,2.26e-214,"sham","45451"
"4168","pm1num_outdoor","pm10_indoor",0.17,2.42e-64,"sham","45451"
"4169","pm1num_ratio","pm10_indoor",0.075,1.73e-13,"sham","45451"
"4170","temp_indoor","pm10_indoor",-0.039,0.000114,"sham","45451"
"4171","temp_outdoor","pm10_indoor",0.063,4.22e-10,"sham","45451"
"4172","pm1_indoor","pm10_outdoor",0.022,0.0298,"sham","45451"
"4173","pm1_outdoor","pm10_outdoor",0.11,1.34e-25,"sham","45451"
"4174","pm1_ratio","pm10_outdoor",-0.016,0.106,"sham","45451"
"4175","pm25_indoor","pm10_outdoor",0.077,3.09e-14,"sham","45451"
"4176","pm25_outdoor","pm10_outdoor",0.53,0,"sham","45451"
"4177","pm25_ratio","pm10_outdoor",-0.19,8.27e-82,"sham","45451"
"4178","pm10_indoor","pm10_outdoor",0.15,6.34e-48,"sham","45451"
"4179","pm10_outdoor","pm10_outdoor",1,0,"sham","45451"
"4180","pm10_ratio","pm10_outdoor",-0.31,4.05e-210,"sham","45451"
"4181","pm1num_indoor","pm10_outdoor",0.14,5.32e-44,"sham","45451"
"4182","pm1num_outdoor","pm10_outdoor",0.15,2.84e-49,"sham","45451"
"4183","pm1num_ratio","pm10_outdoor",-0.029,0.00466,"sham","45451"
"4184","temp_indoor","pm10_outdoor",-0.26,4.45e-153,"sham","45451"
"4185","temp_outdoor","pm10_outdoor",-0.09,4.57e-19,"sham","45451"
"4186","pm1_indoor","pm10_ratio",0.33,1.82e-241,"sham","45451"
"4187","pm1_outdoor","pm10_ratio",-0.083,1.86e-16,"sham","45451"
"4188","pm1_ratio","pm10_ratio",0.33,7.42e-253,"sham","45451"
"4189","pm25_indoor","pm10_ratio",0.31,5.76e-223,"sham","45451"
"4190","pm25_outdoor","pm10_ratio",-0.25,1e-133,"sham","45451"
"4191","pm25_ratio","pm10_ratio",0.53,0,"sham","45451"
"4192","pm10_indoor","pm10_ratio",0.53,0,"sham","45451"
"4193","pm10_outdoor","pm10_ratio",-0.31,4.05e-210,"sham","45451"
"4194","pm10_ratio","pm10_ratio",1,0,"sham","45451"
"4195","pm1num_indoor","pm10_ratio",0.029,0.00397,"sham","45451"
"4196","pm1num_outdoor","pm10_ratio",-0.04,6.67e-05,"sham","45451"
"4197","pm1num_ratio","pm10_ratio",0.093,5.86e-20,"sham","45451"
"4198","temp_indoor","pm10_ratio",0.13,1.43e-39,"sham","45451"
"4199","temp_outdoor","pm10_ratio",-0.037,0.000276,"sham","45451"
"4200","pm1_indoor","pm1num_indoor",0.34,2.09e-257,"sham","45451"
"4201","pm1_outdoor","pm1num_indoor",0.58,0,"sham","45451"
"4202","pm1_ratio","pm1num_indoor",0.003,0.766,"sham","45451"
"4203","pm25_indoor","pm1num_indoor",0.38,0,"sham","45451"
"4204","pm25_outdoor","pm1num_indoor",0.49,0,"sham","45451"
"4205","pm25_ratio","pm1num_indoor",0.066,7.68e-11,"sham","45451"
"4206","pm10_indoor","pm1num_indoor",0.31,2.26e-214,"sham","45451"
"4207","pm10_outdoor","pm1num_indoor",0.14,5.32e-44,"sham","45451"
"4208","pm10_ratio","pm1num_indoor",0.029,0.00397,"sham","45451"
"4209","pm1num_indoor","pm1num_indoor",1,0,"sham","45451"
"4210","pm1num_outdoor","pm1num_indoor",0.7,0,"sham","45451"
"4211","pm1num_ratio","pm1num_indoor",0.056,3.95e-08,"sham","45451"
"4212","temp_indoor","pm1num_indoor",0.011,0.279,"sham","45451"
"4213","temp_outdoor","pm1num_indoor",0.14,5.86e-41,"sham","45451"
"4214","pm1_indoor","pm1num_outdoor",0.38,0,"sham","45451"
"4215","pm1_outdoor","pm1num_outdoor",0.41,0,"sham","45451"
"4216","pm1_ratio","pm1num_outdoor",0.07,3.78e-12,"sham","45451"
"4217","pm25_indoor","pm1num_outdoor",0.36,1.81e-294,"sham","45451"
"4218","pm25_outdoor","pm1num_outdoor",0.36,3.52e-302,"sham","45451"
"4219","pm25_ratio","pm1num_outdoor",0.063,3.7e-10,"sham","45451"
"4220","pm10_indoor","pm1num_outdoor",0.17,2.42e-64,"sham","45451"
"4221","pm10_outdoor","pm1num_outdoor",0.15,2.84e-49,"sham","45451"
"4222","pm10_ratio","pm1num_outdoor",-0.04,6.67e-05,"sham","45451"
"4223","pm1num_indoor","pm1num_outdoor",0.7,0,"sham","45451"
"4224","pm1num_outdoor","pm1num_outdoor",1,0,"sham","45451"
"4225","pm1num_ratio","pm1num_outdoor",-0.46,0,"sham","45451"
"4226","temp_indoor","pm1num_outdoor",-0.36,1.23e-290,"sham","45451"
"4227","temp_outdoor","pm1num_outdoor",-0.17,4.95e-67,"sham","45451"
"4228","pm1_indoor","pm1num_ratio",-0.18,1.37e-73,"sham","45451"
"4229","pm1_outdoor","pm1num_ratio",-0.093,4.44e-20,"sham","45451"
"4230","pm1_ratio","pm1num_ratio",-0.059,6.62e-09,"sham","45451"
"4231","pm25_indoor","pm1num_ratio",-0.084,1.02e-16,"sham","45451"
"4232","pm25_outdoor","pm1num_ratio",-0.12,5.01e-33,"sham","45451"
"4233","pm25_ratio","pm1num_ratio",0.064,3.33e-10,"sham","45451"
"4234","pm10_indoor","pm1num_ratio",0.075,1.73e-13,"sham","45451"
"4235","pm10_outdoor","pm1num_ratio",-0.029,0.00466,"sham","45451"
"4236","pm10_ratio","pm1num_ratio",0.093,5.86e-20,"sham","45451"
"4237","pm1num_indoor","pm1num_ratio",0.056,3.95e-08,"sham","45451"
"4238","pm1num_outdoor","pm1num_ratio",-0.46,0,"sham","45451"
"4239","pm1num_ratio","pm1num_ratio",1,0,"sham","45451"
"4240","temp_indoor","pm1num_ratio",0.45,0,"sham","45451"
"4241","temp_outdoor","pm1num_ratio",0.42,0,"sham","45451"
"4242","pm1_indoor","temp_indoor",-0.22,9.85e-106,"sham","45451"
"4243","pm1_outdoor","temp_indoor",-0.04,6.79e-05,"sham","45451"
"4244","pm1_ratio","temp_indoor",-0.18,1.03e-73,"sham","45451"
"4245","pm25_indoor","temp_indoor",-0.22,3.51e-103,"sham","45451"
"4246","pm25_outdoor","temp_indoor",-0.24,1.12e-126,"sham","45451"
"4247","pm25_ratio","temp_indoor",-0.057,1.72e-08,"sham","45451"
"4248","pm10_indoor","temp_indoor",-0.039,0.000114,"sham","45451"
"4249","pm10_outdoor","temp_indoor",-0.26,4.45e-153,"sham","45451"
"4250","pm10_ratio","temp_indoor",0.13,1.43e-39,"sham","45451"
"4251","pm1num_indoor","temp_indoor",0.011,0.279,"sham","45451"
"4252","pm1num_outdoor","temp_indoor",-0.36,1.23e-290,"sham","45451"
"4253","pm1num_ratio","temp_indoor",0.45,0,"sham","45451"
"4254","temp_indoor","temp_indoor",1,0,"sham","45451"
"4255","temp_outdoor","temp_indoor",0.53,0,"sham","45451"
"4256","pm1_indoor","temp_outdoor",-0.078,1.06e-14,"sham","45451"
"4257","pm1_outdoor","temp_outdoor",0.16,3.44e-58,"sham","45451"
"4258","pm1_ratio","temp_outdoor",-0.17,1.07e-63,"sham","45451"
"4259","pm25_indoor","temp_outdoor",-0.045,8.2e-06,"sham","45451"
"4260","pm25_outdoor","temp_outdoor",0.017,0.0992,"sham","45451"
"4261","pm25_ratio","temp_outdoor",-0.083,3.47e-16,"sham","45451"
"4262","pm10_indoor","temp_outdoor",0.063,4.22e-10,"sham","45451"
"4263","pm10_outdoor","temp_outdoor",-0.09,4.57e-19,"sham","45451"
"4264","pm10_ratio","temp_outdoor",-0.037,0.000276,"sham","45451"
"4265","pm1num_indoor","temp_outdoor",0.14,5.86e-41,"sham","45451"
"4266","pm1num_outdoor","temp_outdoor",-0.17,4.95e-67,"sham","45451"
"4267","pm1num_ratio","temp_outdoor",0.42,0,"sham","45451"
"4268","temp_indoor","temp_outdoor",0.53,0,"sham","45451"
"4269","temp_outdoor","temp_outdoor",1,0,"sham","45451"
"4270","pm1_indoor","pm1_indoor",1,0,"hepa","45451"
"4271","pm1_outdoor","pm1_indoor",0.48,0,"hepa","45451"
"4272","pm1_ratio","pm1_indoor",0.55,0,"hepa","45451"
"4273","pm25_indoor","pm1_indoor",0.97,0,"hepa","45451"
"4274","pm25_outdoor","pm1_indoor",0.47,0,"hepa","45451"
"4275","pm25_ratio","pm1_indoor",0.66,0,"hepa","45451"
"4276","pm10_indoor","pm1_indoor",0.36,5.18e-249,"hepa","45451"
"4277","pm10_outdoor","pm1_indoor",0.0086,0.434,"hepa","45451"
"4278","pm10_ratio","pm1_indoor",0.18,6.02e-60,"hepa","45451"
"4279","pm1num_indoor","pm1_indoor",0.91,0,"hepa","45451"
"4280","pm1num_outdoor","pm1_indoor",0.65,0,"hepa","45451"
"4281","pm1num_ratio","pm1_indoor",0.62,0,"hepa","45451"
"4282","temp_indoor","pm1_indoor",0.36,2.31e-247,"hepa","45451"
"4283","temp_outdoor","pm1_indoor",0.057,2.56e-07,"hepa","45451"
"4284","temp_ratio","pm1_indoor",-0.016,0.145,"hepa","45451"
"4285","pm1_indoor","pm1_outdoor",0.48,0,"hepa","45451"
"4286","pm1_outdoor","pm1_outdoor",1,0,"hepa","45451"
"4287","pm1_ratio","pm1_outdoor",-0.21,1.18e-85,"hepa","45451"
"4288","pm25_indoor","pm1_outdoor",0.38,4.55e-276,"hepa","45451"
"4289","pm25_outdoor","pm1_outdoor",0.98,0,"hepa","45451"
"4290","pm25_ratio","pm1_outdoor",-0.18,2.57e-58,"hepa","45451"
"4291","pm10_indoor","pm1_outdoor",0.11,1.02e-22,"hepa","45451"
"4292","pm10_outdoor","pm1_outdoor",0.16,1.42e-47,"hepa","45451"
"4293","pm10_ratio","pm1_outdoor",-0.0052,0.64,"hepa","45451"
"4294","pm1num_indoor","pm1_outdoor",0.61,0,"hepa","45451"
"4295","pm1num_outdoor","pm1_outdoor",0.69,0,"hepa","45451"
"4296","pm1num_ratio","pm1_outdoor",0.1,5.14e-21,"hepa","45451"
"4297","temp_indoor","pm1_outdoor",0.49,0,"hepa","45451"
"4298","temp_outdoor","pm1_outdoor",0.4,1.44e-307,"hepa","45451"
"4299","temp_ratio","pm1_outdoor",-0.32,1.29e-188,"hepa","45451"
"4300","pm1_indoor","pm1_ratio",0.55,0,"hepa","45451"
"4301","pm1_outdoor","pm1_ratio",-0.21,1.18e-85,"hepa","45451"
"4302","pm1_ratio","pm1_ratio",1,0,"hepa","45451"
"4303","pm25_indoor","pm1_ratio",0.64,0,"hepa","45451"
"4304","pm25_outdoor","pm1_ratio",-0.21,2.57e-79,"hepa","45451"
"4305","pm25_ratio","pm1_ratio",0.92,0,"hepa","45451"
"4306","pm10_indoor","pm1_ratio",0.31,7.88e-178,"hepa","45451"
"4307","pm10_outdoor","pm1_ratio",-0.1,1.93e-20,"hepa","45451"
"4308","pm10_ratio","pm1_ratio",0.21,8.66e-81,"hepa","45451"
"4309","pm1num_indoor","pm1_ratio",0.34,3.78e-222,"hepa","45451"
"4310","pm1num_outdoor","pm1_ratio",0.017,0.127,"hepa","45451"
"4311","pm1num_ratio","pm1_ratio",0.51,0,"hepa","45451"
"4312","temp_indoor","pm1_ratio",-0.031,0.00506,"hepa","45451"
"4313","temp_outdoor","pm1_ratio",-0.15,3.57e-42,"hepa","45451"
"4314","temp_ratio","pm1_ratio",0.12,3.69e-26,"hepa","45451"
"4315","pm1_indoor","pm25_indoor",0.97,0,"hepa","45451"
"4316","pm1_outdoor","pm25_indoor",0.38,4.55e-276,"hepa","45451"
"4317","pm1_ratio","pm25_indoor",0.64,0,"hepa","45451"
"4318","pm25_indoor","pm25_indoor",1,0,"hepa","45451"
"4319","pm25_outdoor","pm25_indoor",0.39,4.65e-294,"hepa","45451"
"4320","pm25_ratio","pm25_indoor",0.74,0,"hepa","45451"
"4321","pm10_indoor","pm25_indoor",0.47,0,"hepa","45451"
"4322","pm10_outdoor","pm25_indoor",0.034,0.00216,"hepa","45451"
"4323","pm10_ratio","pm25_indoor",0.25,6.4e-121,"hepa","45451"
"4324","pm1num_indoor","pm25_indoor",0.86,0,"hepa","45451"
"4325","pm1num_outdoor","pm25_indoor",0.54,0,"hepa","45451"
"4326","pm1num_ratio","pm25_indoor",0.69,0,"hepa","45451"
"4327","temp_indoor","pm25_indoor",0.28,4.63e-147,"hepa","45451"
"4328","temp_outdoor","pm25_indoor",0.04,0.000277,"hepa","45451"
"4329","temp_ratio","pm25_indoor",-0.017,0.114,"hepa","45451"
"4330","pm1_indoor","pm25_outdoor",0.47,0,"hepa","45451"
"4331","pm1_outdoor","pm25_outdoor",0.98,0,"hepa","45451"
"4332","pm1_ratio","pm25_outdoor",-0.21,2.57e-79,"hepa","45451"
"4333","pm25_indoor","pm25_outdoor",0.39,4.65e-294,"hepa","45451"
"4334","pm25_outdoor","pm25_outdoor",1,0,"hepa","45451"
"4335","pm25_ratio","pm25_outdoor",-0.19,8.21e-65,"hepa","45451"
"4336","pm10_indoor","pm25_outdoor",0.12,1.95e-29,"hepa","45451"
"4337","pm10_outdoor","pm25_outdoor",0.27,1.15e-131,"hepa","45451"
"4338","pm10_ratio","pm25_outdoor",-0.02,0.072,"hepa","45451"
"4339","pm1num_indoor","pm25_outdoor",0.59,0,"hepa","45451"
"4340","pm1num_outdoor","pm25_outdoor",0.66,0,"hepa","45451"
"4341","pm1num_ratio","pm25_outdoor",0.12,3.41e-29,"hepa","45451"
"4342","temp_indoor","pm25_outdoor",0.45,0,"hepa","45451"
"4343","temp_outdoor","pm25_outdoor",0.42,0,"hepa","45451"
"4344","temp_ratio","pm25_outdoor",-0.35,4.75e-233,"hepa","45451"
"4345","pm1_indoor","pm25_ratio",0.66,0,"hepa","45451"
"4346","pm1_outdoor","pm25_ratio",-0.18,2.57e-58,"hepa","45451"
"4347","pm1_ratio","pm25_ratio",0.92,0,"hepa","45451"
"4348","pm25_indoor","pm25_ratio",0.74,0,"hepa","45451"
"4349","pm25_outdoor","pm25_ratio",-0.19,8.21e-65,"hepa","45451"
"4350","pm25_ratio","pm25_ratio",1,0,"hepa","45451"
"4351","pm10_indoor","pm25_ratio",0.37,3.23e-261,"hepa","45451"
"4352","pm10_outdoor","pm25_ratio",-0.14,1.88e-35,"hepa","45451"
"4353","pm10_ratio","pm25_ratio",0.29,1.66e-156,"hepa","45451"
"4354","pm1num_indoor","pm25_ratio",0.46,0,"hepa","45451"
"4355","pm1num_outdoor","pm25_ratio",0.13,2.74e-31,"hepa","45451"
"4356","pm1num_ratio","pm25_ratio",0.57,0,"hepa","45451"
"4357","temp_indoor","pm25_ratio",-0.01,0.366,"hepa","45451"
"4358","temp_outdoor","pm25_ratio",-0.2,1.33e-71,"hepa","45451"
"4359","temp_ratio","pm25_ratio",0.17,3.44e-56,"hepa","45451"
"4360","pm1_indoor","pm10_indoor",0.36,5.18e-249,"hepa","45451"
"4361","pm1_outdoor","pm10_indoor",0.11,1.02e-22,"hepa","45451"
"4362","pm1_ratio","pm10_indoor",0.31,7.88e-178,"hepa","45451"
"4363","pm25_indoor","pm10_indoor",0.47,0,"hepa","45451"
"4364","pm25_outdoor","pm10_indoor",0.12,1.95e-29,"hepa","45451"
"4365","pm25_ratio","pm10_indoor",0.37,3.23e-261,"hepa","45451"
"4366","pm10_indoor","pm10_indoor",1,0,"hepa","45451"
"4367","pm10_outdoor","pm10_indoor",0.051,4.68e-06,"hepa","45451"
"4368","pm10_ratio","pm10_indoor",0.8,0,"hepa","45451"
"4369","pm1num_indoor","pm10_indoor",0.3,7.78e-167,"hepa","45451"
"4370","pm1num_outdoor","pm10_indoor",0.15,3.3e-44,"hepa","45451"
"4371","pm1num_ratio","pm10_indoor",0.31,1.16e-181,"hepa","45451"
"4372","temp_indoor","pm10_indoor",0.064,6.39e-09,"hepa","45451"
"4373","temp_outdoor","pm10_indoor",0.042,0.000165,"hepa","45451"
"4374","temp_ratio","pm10_indoor",-0.063,1.2e-08,"hepa","45451"
"4375","pm1_indoor","pm10_outdoor",0.0086,0.434,"hepa","45451"
"4376","pm1_outdoor","pm10_outdoor",0.16,1.42e-47,"hepa","45451"
"4377","pm1_ratio","pm10_outdoor",-0.1,1.93e-20,"hepa","45451"
"4378","pm25_indoor","pm10_outdoor",0.034,0.00216,"hepa","45451"
"4379","pm25_outdoor","pm10_outdoor",0.27,1.15e-131,"hepa","45451"
"4380","pm25_ratio","pm10_outdoor",-0.14,1.88e-35,"hepa","45451"
"4381","pm10_indoor","pm10_outdoor",0.051,4.68e-06,"hepa","45451"
"4382","pm10_outdoor","pm10_outdoor",1,0,"hepa","45451"
"4383","pm10_ratio","pm10_outdoor",-0.11,3.21e-23,"hepa","45451"
"4384","pm1num_indoor","pm10_outdoor",-0.012,0.269,"hepa","45451"
"4385","pm1num_outdoor","pm10_outdoor",-0.017,0.124,"hepa","45451"
"4386","pm1num_ratio","pm10_outdoor",0.048,1.59e-05,"hepa","45451"
"4387","temp_indoor","pm10_outdoor",-0.033,0.00291,"hepa","45451"
"4388","temp_outdoor","pm10_outdoor",0.28,1.9e-142,"hepa","45451"
"4389","temp_ratio","pm10_outdoor",-0.27,1.38e-141,"hepa","45451"
"4390","pm1_indoor","pm10_ratio",0.18,6.02e-60,"hepa","45451"
"4391","pm1_outdoor","pm10_ratio",-0.0052,0.64,"hepa","45451"
"4392","pm1_ratio","pm10_ratio",0.21,8.66e-81,"hepa","45451"
"4393","pm25_indoor","pm10_ratio",0.25,6.4e-121,"hepa","45451"
"4394","pm25_outdoor","pm10_ratio",-0.02,0.072,"hepa","45451"
"4395","pm25_ratio","pm10_ratio",0.29,1.66e-156,"hepa","45451"
"4396","pm10_indoor","pm10_ratio",0.8,0,"hepa","45451"
"4397","pm10_outdoor","pm10_ratio",-0.11,3.21e-23,"hepa","45451"
"4398","pm10_ratio","pm10_ratio",1,0,"hepa","45451"
"4399","pm1num_indoor","pm10_ratio",0.14,2.16e-37,"hepa","45451"
"4400","pm1num_outdoor","pm10_ratio",0.11,2.88e-22,"hepa","45451"
"4401","pm1num_ratio","pm10_ratio",0.11,4.84e-25,"hepa","45451"
"4402","temp_indoor","pm10_ratio",0.046,2.76e-05,"hepa","45451"
"4403","temp_outdoor","pm10_ratio",-0.016,0.144,"hepa","45451"
"4404","temp_ratio","pm10_ratio",-0.004,0.718,"hepa","45451"
"4405","pm1_indoor","pm1num_indoor",0.91,0,"hepa","45451"
"4406","pm1_outdoor","pm1num_indoor",0.61,0,"hepa","45451"
"4407","pm1_ratio","pm1num_indoor",0.34,3.78e-222,"hepa","45451"
"4408","pm25_indoor","pm1num_indoor",0.86,0,"hepa","45451"
"4409","pm25_outdoor","pm1num_indoor",0.59,0,"hepa","45451"
"4410","pm25_ratio","pm1num_indoor",0.46,0,"hepa","45451"
"4411","pm10_indoor","pm1num_indoor",0.3,7.78e-167,"hepa","45451"
"4412","pm10_outdoor","pm1num_indoor",-0.012,0.269,"hepa","45451"
"4413","pm10_ratio","pm1num_indoor",0.14,2.16e-37,"hepa","45451"
"4414","pm1num_indoor","pm1num_indoor",1,0,"hepa","45451"
"4415","pm1num_outdoor","pm1num_indoor",0.81,0,"hepa","45451"
"4416","pm1num_ratio","pm1num_indoor",0.56,0,"hepa","45451"
"4417","temp_indoor","pm1num_indoor",0.47,0,"hepa","45451"
"4418","temp_outdoor","pm1num_indoor",0.071,1.58e-10,"hepa","45451"
"4419","temp_ratio","pm1num_indoor",-0.0074,0.504,"hepa","45451"
"4420","pm1_indoor","pm1num_outdoor",0.65,0,"hepa","45451"
"4421","pm1_outdoor","pm1num_outdoor",0.69,0,"hepa","45451"
